id,Date,time,temp,hum,soil_moisture,par
946,29-01-2026,20:04:39,25.21,27.62,14.33,127
947,29-03-2026,0:00:11,18.9,41.76,29.68,756
948,29-03-2026,7:59:14,25.89,83.02,24.85,2043
949,29-03-2026,8:16:49,22.25,64.61,23.14,703
950,29-03-2026,9:23:25,23.81,62.35,24.51,2226
951,29-03-2026,11:21:51,25.01,65.81,26.62,885
952,29-03-2026,13:02:46,24.18,32.49,19.49,1021
953,29-03-2026,13:48:48,24.32,6.06,24.78,105
954,29-03-2026,15:06:33,21.02,9.4,11.44,841
955,29-03-2026,17:36:25,23.61,32.22,25.96,808
956,29-03-2026,21:56:58,16.65,82.72,15.45,1012
957,29-03-2026,22:22:10,30.6,79.19,14.25,1626
958,30-01-2026,0:12:46,20.69,41.34,25.51,301
959,30-01-2026,3:01:42,32.25,34.39,27.49,1946
960,30-01-2026,7:02:59,10.61,80.14,27.5,162
961,30-01-2026,12:32:13,20.23,54.38,17.94,1363
962,30-01-2026,14:17:42,32.05,41.83,27.19,1449
963,30-01-2026,20:14:28,21.31,29.98,15.45,1134
964,30-01-2026,22:24:18,33.11,58.17,20.59,2127
965,30-01-2026,23:24:36,14.65,32.59,11.02,358
966,30-01-2026,23:42:32,11.19,83.16,23.48,1669
967,30-03-2026,0:35:54,22.63,36.23,14.06,327
968,30-03-2026,1:31:54,14.12,48.2,24.7,1182
969,30-03-2026,2:40:27,14.05,84.88,29.15,1784
970,30-03-2026,2:46:26,17.31,65.34,15.2,215
971,30-03-2026,5:35:08,31.01,6.29,23.13,1614
972,30-03-2026,8:13:22,11.9,25.03,13.64,961
973,30-03-2026,11:23:07,30.87,21.07,25.58,1359
974,30-03-2026,11:49:47,12.93,33.78,12.42,1781
975,30-03-2026,12:19:39,14.03,8.79,13.27,1774
976,30-03-2026,13:06:01,28.22,80.64,20.53,816
977,30-03-2026,16:48:39,28.67,72.7,21.44,736
978,30-03-2026,19:55:53,25.24,63.87,28.24,2220
979,30-03-2026,20:54:49,17.02,35.57,23.6,1631
980,30-03-2026,21:26:58,14.6,50.04,16.67,834
981,30-03-2026,21:55:31,21.14,39.01,12.3,1892
982,30-03-2026,21:56:08,19.48,56.93,26.73,1965
983,30-03-2026,23:16:33,15.46,6.36,14.71,998
984,31-01-2026,0:24:07,15.19,48.3,28.56,2264
985,31-01-2026,5:20:34,32.23,5.17,21.25,719
986,31-01-2026,5:41:12,23.44,5.1,23.98,1444
987,31-01-2026,8:45:28,18.53,40.88,28.02,187
988,31-01-2026,11:51:54,33.43,12.71,20.83,204
989,31-01-2026,21:44:52,23.41,28.89,21.82,39
990,31-01-2026,22:24:31,33.13,21.5,20.25,143
991,31-03-2026,1:28:28,24.92,40.43,11.79,1376
992,31-03-2026,1:39:14,27.04,9.11,19.94,463
993,31-03-2026,6:32:58,21.42,57.57,14.97,471
994,31-03-2026,7:47:29,27.04,81.18,25.73,1690
995,31-03-2026,8:38:50,13.15,53.98,29.53,1400
996,31-03-2026,9:46:34,18.31,25.43,25.19,925
997,31-03-2026,12:01:21,24.53,69.22,21.04,936
998,31-03-2026,17:04:07,28.49,77.86,12.05,31
999,31-03-2026,19:12:43,34.09,39.85,21.07,639
1000,31-03-2026,22:47:51,23.53,31.5,19.39,1269
